ID,Name,Location,Difficulty,Rating,Length,Gain,Route,Keywords,Link,img1,img2,img3
kludahk-tea-hut,Kludahk Tea Hut ,"Capital Regional District, British Columbia",easy,4.1,11.6,450,Loop,"Hiking, Nature trips, Walking, Bird watching, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/kludahk-tea-hut?ref=result-card,kludahk-tea-hut-0.jpg,kludahk-tea-hut-1.jpg,kludahk-tea-hut-2.jpg
proespect-point-via-bridle-path-and-lovers-walk-loop,Proespect Point via Bridle Path and Lover's Walk Loop,Stanley Park,easy,4.3,6.9,108,Loop,"Dogs on leash, Hiking, Walking, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/proespect-point-via-bridle-path-and-lovers-walk-loop?ref=result-card,proespect-point-via-bridle-path-and-lovers-walk-loop-0.jpg,proespect-point-via-bridle-path-and-lovers-walk-loop-1.jpg,proespect-point-via-bridle-path-and-lovers-walk-loop-2.jpg
valentine-mountain-trail,Valentine Mountain Trail,"Powell River, British Columbia",easy,4.1,4.2,191,Out & Back,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/valentine-mountain-trail?ref=result-card,valentine-mountain-trail-0.jpg,valentine-mountain-trail-1.jpg,valentine-mountain-trail-2.jpg
rowntree-loop--2,Rowntree Loop,Gowlland Tod Provincial Park,easy,3.9,2.6,81,Loop,"Hiking, Nature trips, Walking, Forest, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/rowntree-loop--2?ref=result-card,rowntree-loop--2-0.jpg,rowntree-loop--2-1.jpg,rowntree-loop--2-2.jpg
burke-mountain-dawg-and-hustler,Burke Mountain Dawg and Hustler,Pinecone Burke Provincial Park ,easy,4.1,1.9,118,Out & Back,"Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/burke-mountain-dawg-and-hustler?ref=result-card,burke-mountain-dawg-and-hustler-0.jpg,burke-mountain-dawg-and-hustler-1.jpg,burke-mountain-dawg-and-hustler-2.jpg
big-white-mountain-peak-trail,Big White Mountain Peak Trail,"Kootenay Boundary E  West Boundary, British Columbia",easy,4.3,2.3,153,Out & Back,"Dogs on leash, Kid friendly, Hiking, Walking, Views, Snow",https://www.alltrails.com/trail/canada/british-columbia/big-white-mountain-peak-trail?ref=result-card,big-white-mountain-peak-trail-0.jpg,big-white-mountain-peak-trail-1.jpg,big-white-mountain-peak-trail-2.jpg
marble-river-trail,Marble River Trail ,Marble River Provincial Park ,easy,4.4,6.4,202,Out & Back,"Kid friendly, Camping, Hiking, Nature trips, Running, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/marble-river-trail?ref=result-card,marble-river-trail-0.jpg,marble-river-trail-1.jpg,marble-river-trail-2.jpg
williams-beach-forest-trail,Williams Beach Forest Trail,"Courtenay, British Columbia",easy,4.5,1.8,61,Loop,"Hiking, Nature trips, Bird watching, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/williams-beach-forest-trail?ref=result-card,williams-beach-forest-trail-0.jpg,williams-beach-forest-trail-1.jpg,williams-beach-forest-trail-2.jpg
big-tree-dropbac-addernach-lees-big-easy-4d-duracell-and-shakecutters-loop,"Big Tree, Dropbac, Addernach, Lee's Big Easy, 4D, Duracell and Shakecutter's Loop","Sunshine Coast B, British Columbia",easy,4.4,4.5,156,Loop,"Dogs on leash, Kid friendly, Hiking,  Mountain Biking, Forest",https://www.alltrails.com/trail/canada/british-columbia/big-tree-dropbac-addernach-lees-big-easy-4d-duracell-and-shakecutters-loop?ref=result-card,big-tree-dropbac-addernach-lees-big-easy-4d-duracell-and-shakecutters-loop-0.jpg,big-tree-dropbac-addernach-lees-big-easy-4d-duracell-and-shakecutters-loop-1.jpg,big-tree-dropbac-addernach-lees-big-easy-4d-duracell-and-shakecutters-loop-2.jpg
squamish-estuary,Squamish Estuary,"Squamish, British Columbia",easy,3.2,3.2,9,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Beach, River, Views, Wildlife, Muddy, Over grown, Rocky",https://www.alltrails.com/trail/canada/british-columbia/squamish-estuary?ref=result-card,squamish-estuary-0.jpg,squamish-estuary-1.jpg,squamish-estuary-2.jpg
cougar-canyon-trail,Cougar Canyon Trail,Kalamalka Lake Provincial Park,easy,3.7,2.7,137,Out & Back,"Hiking, Nature trips, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cougar-canyon-trail?ref=result-card,cougar-canyon-trail-0.jpg,cougar-canyon-trail-1.jpg,cougar-canyon-trail-2.jpg
panorama-park-loop,Panorama Park Loop,Panorama Park,easy,3.8,1.8,41,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Beach, Partially paved, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/panorama-park-loop?ref=result-card,panorama-park-loop-0.jpg,panorama-park-loop-1.jpg,panorama-park-loop-2.jpg
blaauw-eco-forest,Blaauw Eco Forest,"Langley, British Columbia",easy,3.8,2.3,13,Loop,"Wheelchair friendly, Kid friendly, Stroller friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/blaauw-eco-forest?ref=result-card,blaauw-eco-forest-0.jpg,blaauw-eco-forest-1.jpg,blaauw-eco-forest-2.jpg
elder-trail,Elder Trail,"Trail, British Columbia",easy,3.5,2.3,158,Loop,"Kid friendly, Hiking, Nature trips, Bird watching, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/elder-trail?ref=result-card,elder-trail-0.jpg,elder-trail-1.jpg,elder-trail-2.jpg
kvr-to-little-tunnel,Little Tunnel via Kettle Valley Rail Trail,"Okanagan-Similkameen E, British Columbia",easy,4.2,9.2,173,Out & Back,"Hiking, Mountain biking, Running, Views, Wildflowers, Historic site",https://www.alltrails.com/trail/canada/british-columbia/kvr-to-little-tunnel?ref=result-card,kvr-to-little-tunnel-0.jpg,kvr-to-little-tunnel-1.jpg,kvr-to-little-tunnel-2.jpg
uplands-park-loop,Uplands Park Loop,Uplands Park ,easy,3.3,4,26,Loop,"Hiking, Walking, Bird watching, Beach, Partially paved, Views",https://www.alltrails.com/trail/canada/british-columbia/uplands-park-loop?ref=result-card,uplands-park-loop-0.jpg,uplands-park-loop-1.jpg,uplands-park-loop-2.jpg
cottonwood-trail-to-observation-tower,Cottonwood Trail to Observation Tower,Burnaby Lake Regional Park,easy,3.4,5.6,17,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cottonwood-trail-to-observation-tower?ref=result-card,cottonwood-trail-to-observation-tower-0.jpg,cottonwood-trail-to-observation-tower-1.jpg,cottonwood-trail-to-observation-tower-2.jpg
fraser-river-waterfront-pathway,Fraser River Waterfront Pathway,"Vancouver, British Columbia",easy,3.7,6.6,27,Out & Back,"Dogs on leash, Kid friendly, Fishing, Walking, Bird watching, Running, Partially paved, River, Views, City walk",https://www.alltrails.com/trail/canada/british-columbia/fraser-river-waterfront-pathway?ref=result-card,fraser-river-waterfront-pathway-0.jpg,fraser-river-waterfront-pathway-1.jpg,fraser-river-waterfront-pathway-2.jpg
patricia-bay-park-trail,Patricia Bay Trail,"North Saanich, British Columbia",easy,3.9,2.4,10,Out & Back,"Dogs on leash, Kid friendly, Stroller friendly, Walking, Bird watching, Running, Beach, Paved, Views",https://www.alltrails.com/trail/canada/british-columbia/patricia-bay-park-trail?ref=result-card,patricia-bay-park-trail-0.jpg,patricia-bay-park-trail-1.jpg,patricia-bay-park-trail-2.jpg
exstew-falls,Exstew Falls,"Kitsumkaylum 1, British Columbia",easy,4.6,0.5,76,Loop,"Hiking, Nature trips, Walking, Forest, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/exstew-falls?ref=result-card,exstew-falls-0.jpg,exstew-falls-1.jpg,exstew-falls-2.jpg
fraser-river-park,Fraser River Park,Fraser River Park,easy,3.5,2.1,3,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, River, Views",https://www.alltrails.com/trail/canada/british-columbia/fraser-river-park?ref=result-card,fraser-river-park-0.jpg,fraser-river-park-1.jpg,fraser-river-park-2.jpg
christie-falls-via-ninatti-road,Christie Falls via Ninatti Road,"Ladysmith, British Columbia",easy,3.5,7.2,121,Out & Back,"Hiking, Nature trips, Walking, Running, Forest, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/christie-falls-via-ninatti-road?ref=result-card,christie-falls-via-ninatti-road-0.jpg,christie-falls-via-ninatti-road-1.jpg,christie-falls-via-ninatti-road-2.jpg
port-mann-bridge,Port Mann Bridge Path,"Surrey, British Columbia",easy,4.6,3.2,17,Point to point,"Road biking, Walking, Running, River, Views, City walk",https://www.alltrails.com/trail/canada/british-columbia/port-mann-bridge?ref=result-card,port-mann-bridge-0.jpg,port-mann-bridge-1.jpg,port-mann-bridge-2.jpg
pixtel-to-canyon-loop,Pixtel to Canyon Loop,Chilliwack Community Forest,easy,4.1,3.4,96,Loop,"Hiking, Forest, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pixtel-to-canyon-loop?ref=result-card,pixtel-to-canyon-loop-0.jpg,pixtel-to-canyon-loop-1.jpg,pixtel-to-canyon-loop-2.jpg
cole-hill-loop,Cole Hill Loop,Mount Work Regional Park,easy,3.6,3.7,151,Loop,"Hiking, Nature trips, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cole-hill-loop?ref=result-card,cole-hill-loop-0.jpg,cole-hill-loop-1.jpg,cole-hill-loop-2.jpg
morrell-lake-loop,Morrell Lake Loop,Morrell Nature Sanctuary,easy,4.6,5.1,134,Loop,"Hiking, Nature trips, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/morrell-lake-loop?ref=result-card,morrell-lake-loop-0.jpg,morrell-lake-loop-1.jpg,morrell-lake-loop-2.jpg
sunburst-lake-and-the-nub,Sunburst Lake and the Nub,Mount Assiniboine Provincial Park,easy,3.4,1.4,49,Out & Back,"Kid friendly, Camping, Hiking, Nature trips, Walking, Forest, Lake, Views, Wildflowers, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/sunburst-lake-and-the-nub?ref=result-card,sunburst-lake-and-the-nub-0.jpg,sunburst-lake-and-the-nub-1.jpg,sunburst-lake-and-the-nub-2.jpg
surge-narrows-trail,Surge Narrows Trail,Surge Narrows Provincial Park,easy,4.3,6.6,316,Out & Back,"Kid friendly, Hiking, Nature trips, Running, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/surge-narrows-trail?ref=result-card,surge-narrows-trail-0.jpg,surge-narrows-trail-1.jpg,surge-narrows-trail-2.jpg
cinnabar-valley-loop,Cinnabar Valley Trail,"Nanaimo, British Columbia",easy,3.8,8.2,224,Out & Back,"Hiking, Walking, Lake, River, Views",https://www.alltrails.com/trail/canada/british-columbia/cinnabar-valley-loop?ref=result-card,cinnabar-valley-loop-0.jpg,cinnabar-valley-loop-1.jpg,cinnabar-valley-loop-2.jpg
surrey-bend-regional-park-pacific-trail,Surrey Bend Regional Park: Pacific Trail,Surrey Bend Regional Park,easy,3.9,3.5,6,Out & Back,"Dogs on leash, Kid friendly, Nature trips, Walking, Running, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/surrey-bend-regional-park-pacific-trail?ref=result-card,surrey-bend-regional-park-pacific-trail-0.jpg,surrey-bend-regional-park-pacific-trail-1.jpg,surrey-bend-regional-park-pacific-trail-2.jpg
cedar-mountain-loop,Cedar Mountain Loop,Cedar Mountain Regional Park,easy,3.8,3.1,83,Loop,"Hiking, Nature trips, Walking, Running, Dog friendly, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cedar-mountain-loop?ref=result-card,cedar-mountain-loop-0.jpg,cedar-mountain-loop-1.jpg,cedar-mountain-loop-2.jpg
chrome-island-viewpoint,Chrome Island Viewpoint,Boyle Point Provincial Park,easy,4.3,2.7,135,Out & Back,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/chrome-island-viewpoint?ref=result-card,chrome-island-viewpoint-0.jpg,chrome-island-viewpoint-1.jpg,chrome-island-viewpoint-2.jpg
jordan-river-trail,Jordan River Trail,"Revelstoke, British Columbia",easy,3.5,8.5,210,Out & Back,"Hiking, Nature trips, Walking, Bird watching, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/jordan-river-trail?ref=result-card,jordan-river-trail-0.jpg,jordan-river-trail-1.jpg,jordan-river-trail-2.jpg
maud-island-trail-quadra-island,Maud Island Trail,Maud Island Recreation Site,easy,4.7,8.9,329,Out & Back,"Hiking, Walking, Forest, Lake, River, Views",https://www.alltrails.com/trail/canada/british-columbia/maud-island-trail-quadra-island?ref=result-card,maud-island-trail-quadra-island-0.jpg,maud-island-trail-quadra-island-1.jpg,maud-island-trail-quadra-island-2.jpg
skid-road-dreamweaver-and-baden-powell-trail-loop,"Skid Road, Dreamweaver, and Baden Powell MTB Loop",Fromme Mountain Trail Network,easy,3.7,2.7,155,Loop,"Dogs on leash, Hiking, Mountain biking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/skid-road-dreamweaver-and-baden-powell-trail-loop?ref=result-card,skid-road-dreamweaver-and-baden-powell-trail-loop-0.jpg,skid-road-dreamweaver-and-baden-powell-trail-loop-1.jpg,skid-road-dreamweaver-and-baden-powell-trail-loop-2.jpg
ferguson-lake-interpretive-trail,Ferguson Lake Interpretive Trail,"Prince George, British Columbia",easy,4.2,2.4,40,Loop,"Hiking, Nature trips, Walking, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/ferguson-lake-interpretive-trail?ref=result-card,ferguson-lake-interpretive-trail-0.jpg,ferguson-lake-interpretive-trail-1.jpg,ferguson-lake-interpretive-trail-2.jpg
coho-park-4-play-and-seven-trail,"Coho Park, 4 Play and Seven Trail ","Squamish, British Columbia",easy,4.3,2.7,60,Loop,"Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/coho-park-4-play-and-seven-trail?ref=result-card,coho-park-4-play-and-seven-trail-0.jpg,coho-park-4-play-and-seven-trail-1.jpg,coho-park-4-play-and-seven-trail-2.jpg
port-alberni-china-creek-falls,China Creek Falls,"Port Alberni, British Columbia",easy,4.4,2.7,55,Out & Back,"Kid friendly, Hiking, Nature trips, Walking, Dog friendly, Forest, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/port-alberni-china-creek-falls?ref=result-card,port-alberni-china-creek-falls-0.jpg,port-alberni-china-creek-falls-1.jpg,port-alberni-china-creek-falls-2.jpg
klootchman-park-overlook-trail,Kloochman Park Overlook Trail,Klootchman Park,easy,4.3,1,43,Out & Back,"Hiking, Nature trips, Beach, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/klootchman-park-overlook-trail?ref=result-card,klootchman-park-overlook-trail-0.jpg,klootchman-park-overlook-trail-1.jpg,klootchman-park-overlook-trail-2.jpg
alumni-chip-trail--2,Alumni Chip Trail,"Victoria, British Columbia",easy,3.8,4.2,29,Loop,"Walking, Running",https://www.alltrails.com/trail/canada/british-columbia/alumni-chip-trail--2?ref=result-card,alumni-chip-trail--2-0.jpg,alumni-chip-trail--2-1.jpg,alumni-chip-trail--2-2.jpg
centennial-park-loop,Centennial Park Loop,Centennial Park,easy,4.1,1.6,23,Loop,"Hiking, Walking, Running, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/centennial-park-loop?ref=result-card,centennial-park-loop-0.jpg,centennial-park-loop-1.jpg,centennial-park-loop-2.jpg
grant-s-grind-to-silk-50,Grant's Grind to Silk 50,Rose Valley Regional Park,easy,4.4,5,226,Out & Back,"Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/grant-s-grind-to-silk-50?ref=result-card,grant-s-grind-to-silk-50-0.jpg,grant-s-grind-to-silk-50-1.jpg,grant-s-grind-to-silk-50-2.jpg
serpentine-hawthorn-and-birch-trail,"Serpentine, Hawthorn and Birch Trail ",Tynehead Regional Park,easy,4,2.7,33,Loop,"Kid friendly, Stroller friendly, Hiking, Nature trips, Walking, Running, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/serpentine-hawthorn-and-birch-trail?ref=result-card,serpentine-hawthorn-and-birch-trail-0.jpg,serpentine-hawthorn-and-birch-trail-1.jpg,serpentine-hawthorn-and-birch-trail-2.jpg
burde-pond-loop,Burde Pond Loop,"Port Alberni, British Columbia",easy,4.2,1.4,33,Loop,"Hiking, Nature trips, Walking, Running, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/burde-pond-loop?ref=result-card,burde-pond-loop-0.jpg,burde-pond-loop-1.jpg,burde-pond-loop-2.jpg
sword-fern-trail-salish-trail-and-iron-knee-trail-loop,"Sword Fern Trail, Salish Trail, and Iron Knee Trail Loop",Pacific Spirit Regional Park,easy,4.4,10.9,149,Loop,"Hiking, Nature trips, Walking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/sword-fern-trail-salish-trail-and-iron-knee-trail-loop?ref=result-card,sword-fern-trail-salish-trail-and-iron-knee-trail-loop-0.jpg,sword-fern-trail-salish-trail-and-iron-knee-trail-loop-1.jpg,sword-fern-trail-salish-trail-and-iron-knee-trail-loop-2.jpg
honeymoon-bay-ecological-reserve-trail,Honeymoon Bay Nature Trail,Honeymoon Bay Ecological Reserve,easy,4.2,0.8,5,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/honeymoon-bay-ecological-reserve-trail?ref=result-card,honeymoon-bay-ecological-reserve-trail-0.jpg,honeymoon-bay-ecological-reserve-trail-1.jpg,honeymoon-bay-ecological-reserve-trail-2.jpg
elk-and-beaver-lake-west-loop,Elk and Beaver Lake West Loop,Elk/Beaver Lake Regional Park,easy,4,2.4,29,Loop,"Dogs on leash, Kid friendly, Hiking, Paddle sports, Walking, Bird watching, Running, Forest, Lake, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/elk-and-beaver-lake-west-loop?ref=result-card,elk-and-beaver-lake-west-loop-0.jpg,elk-and-beaver-lake-west-loop-1.jpg,elk-and-beaver-lake-west-loop-2.jpg
nanaimo-river-hatchery,Nanaimo River Hatchery,"Nanaimo A, British Columbia",easy,4.2,1.8,8,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Lake, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/nanaimo-river-hatchery?ref=result-card,nanaimo-river-hatchery-0.jpg,nanaimo-river-hatchery-1.jpg,nanaimo-river-hatchery-2.jpg
lepp-trail,Lepp Trail,Lawson Creek Park,easy,4.2,0.6,56,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lepp-trail?ref=result-card,lepp-trail-0.jpg,lepp-trail-1.jpg,lepp-trail-2.jpg
mill-bay-nature-park-loop,Mill Bay Nature Park Loop,Mill Bay Nature Park,easy,4.1,0.8,17,Loop,"Kid friendly, Nature trips, Walking, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/mill-bay-nature-park-loop?ref=result-card,mill-bay-nature-park-loop-0.jpg,mill-bay-nature-park-loop-1.jpg,mill-bay-nature-park-loop-2.jpg
tatlow-walk-to-lost-lagoon,Tatlow Walk to Lost Lagoon,Stanley Park,easy,4.3,3.1,58,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/tatlow-walk-to-lost-lagoon?ref=result-card,tatlow-walk-to-lost-lagoon-0.jpg,tatlow-walk-to-lost-lagoon-1.jpg,tatlow-walk-to-lost-lagoon-2.jpg
mamquam-spawning-trail,Mamquam Spawning Trail,"Squamish, British Columbia",easy,4.3,4.5,46,Out & Back,"Hiking, Nature trips, Walking, Bird watching, Running, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mamquam-spawning-trail?ref=result-card,mamquam-spawning-trail-0.jpg,mamquam-spawning-trail-1.jpg,mamquam-spawning-trail-2.jpg
twin-beaches-loop,Pilot Bay and Taylor Bay,"Nanaimo B, British Columbia",easy,4.2,7.7,115,Loop,"Hiking, Walking, Bird watching, Forest, Lake, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/twin-beaches-loop?ref=result-card,twin-beaches-loop-0.jpg,twin-beaches-loop-1.jpg,twin-beaches-loop-2.jpg
taylor-way-and-cable-trail-loop,Taylor Way and Cable Trail Loop,Duck Lake Protected Area,easy,4.3,5,93,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/taylor-way-and-cable-trail-loop?ref=result-card,taylor-way-and-cable-trail-loop-0.jpg,taylor-way-and-cable-trail-loop-1.jpg,taylor-way-and-cable-trail-loop-2.jpg
trout-lake-loop,Trout Lake Loop,John Hendry Park,easy,2.7,1.3,6,Loop,"Kid friendly, Hiking, Road biking, Walking, Bird watching, Running, Beach, Lake, Partially paved, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/trout-lake-loop?ref=result-card,trout-lake-loop-0.jpg,trout-lake-loop-1.jpg,trout-lake-loop-2.jpg
avison-stanley-park-seawall-and-meriless-trail,"Avison, Stanley Park Seawall and Meriless Trail",Stanley Park,easy,4.2,5.3,104,Loop,"Dogs on leash, Kid friendly, Hiking, Road biking, Walking, Bird watching, Running, Beach, Views",https://www.alltrails.com/trail/canada/british-columbia/avison-stanley-park-seawall-and-meriless-trail?ref=result-card,avison-stanley-park-seawall-and-meriless-trail-0.jpg,avison-stanley-park-seawall-and-meriless-trail-1.jpg,avison-stanley-park-seawall-and-meriless-trail-2.jpg
riveres-reach-and-crooked-dogs-snowshoe-trail-loop,Rivere's Reach and Crooked Dogs Snowshoe Trail Loop,Carmi Provincial Forest,easy,4.3,4,106,Loop,"Dogs on leash, Kid friendly, Nature trips, Snowshoeing, Walking, Forest, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/riveres-reach-and-crooked-dogs-snowshoe-trail-loop?ref=result-card,riveres-reach-and-crooked-dogs-snowshoe-trail-loop-0.jpg,riveres-reach-and-crooked-dogs-snowshoe-trail-loop-1.jpg,riveres-reach-and-crooked-dogs-snowshoe-trail-loop-2.jpg
thacker-mountain-lookout,Thacker Mountain Lookout,Thacker Regional Park,easy,3.9,3.4,135,Out & Back,"Kid friendly, Hiking, Nature trips, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/thacker-mountain-lookout?ref=result-card,thacker-mountain-lookout-0.jpg,thacker-mountain-lookout-1.jpg,thacker-mountain-lookout-2.jpg
pacific-spirit-north-and-south-loop,Pacific Spirit North and South Loop,Pacific Spirit Regional Park,easy,4.1,15.4,195,Loop,"Dogs on leash, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pacific-spirit-north-and-south-loop?ref=result-card,pacific-spirit-north-and-south-loop-0.jpg,pacific-spirit-north-and-south-loop-1.jpg,pacific-spirit-north-and-south-loop-2.jpg
greenbelt-pathway,Greenbelt Pathway,"Revelstoke, British Columbia",easy,3.9,7.1,99,Loop,"Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Running, Partially paved, River, Views",https://www.alltrails.com/trail/canada/british-columbia/greenbelt-pathway?ref=result-card,greenbelt-pathway-0.jpg,greenbelt-pathway-1.jpg,greenbelt-pathway-2.jpg
fern-gully-trail-loop,Fern Gully Trail Loop,Mount Seymour Provincial Park,easy,4.4,1.8,81,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/fern-gully-trail-loop?ref=result-card,fern-gully-trail-loop-0.jpg,fern-gully-trail-loop-1.jpg,fern-gully-trail-loop-2.jpg
granfield-way--2,Granfield Way,Manley Creek Park,easy,4.4,1.4,53,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/granfield-way--2?ref=result-card,granfield-way--2-0.jpg,granfield-way--2-1.jpg,granfield-way--2-2.jpg
upper-thetis-lake-and-phelps-trail-loop,Upper Thetis Lake and Phelps Trail Loop,Thetis Lake Regional Park,easy,3.9,2.4,51,Loop,"Hiking, Nature trips, Walking, Dog friendly, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/upper-thetis-lake-and-phelps-trail-loop?ref=result-card,upper-thetis-lake-and-phelps-trail-loop-0.jpg,upper-thetis-lake-and-phelps-trail-loop-1.jpg,upper-thetis-lake-and-phelps-trail-loop-2.jpg
semiahmoo-heritage-south-trail,South Semiahmoo Heritage Trail,"Surrey, British Columbia",easy,4.5,5.3,66,Out & Back,"Dogs on leash, Mountain biking, Nature trips, Walking, Running, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/semiahmoo-heritage-south-trail?ref=result-card,semiahmoo-heritage-south-trail-0.jpg,semiahmoo-heritage-south-trail-1.jpg,semiahmoo-heritage-south-trail-2.jpg
mystic-vale--2,Mystic Vale,"Oak Bay, British Columbia",easy,4.1,2.3,24,Loop,"Nature trips, Walking, Forest",https://www.alltrails.com/trail/canada/british-columbia/mystic-vale--2?ref=result-card,mystic-vale--2-0.jpg,mystic-vale--2-1.jpg,mystic-vale--2-2.jpg
gellatly-nut-farm-regional-park-from-rotary-beach,Gellatly Nut Farm Regional Park from Rotary Beach,"West Kelowna, British Columbia",easy,3.9,4.5,32,Out & Back,"Hiking, Nature trips, Walking, Bird watching, Running, Beach, Views",https://www.alltrails.com/trail/canada/british-columbia/gellatly-nut-farm-regional-park-from-rotary-beach?ref=result-card,gellatly-nut-farm-regional-park-from-rotary-beach-0.jpg,gellatly-nut-farm-regional-park-from-rotary-beach-1.jpg,gellatly-nut-farm-regional-park-from-rotary-beach-2.jpg
sooke-marine-boardwalk-via-ed-mcgregor-park,Sooke Marine Boardwalk Trail,"Sooke, British Columbia",easy,3.8,1.4,45,Loop,"Hiking, Nature trips, Walking, Running, Beach, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/sooke-marine-boardwalk-via-ed-mcgregor-park?ref=result-card,sooke-marine-boardwalk-via-ed-mcgregor-park-0.jpg,sooke-marine-boardwalk-via-ed-mcgregor-park-1.jpg,sooke-marine-boardwalk-via-ed-mcgregor-park-2.jpg
quarry-court-and-kilmer-trail-loop,Quarry Court and Kilmer Trail Loop,Fromme Mountain Trail Network,easy,4.2,1.6,85,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/quarry-court-and-kilmer-trail-loop?ref=result-card,quarry-court-and-kilmer-trail-loop-0.jpg,quarry-court-and-kilmer-trail-loop-1.jpg,quarry-court-and-kilmer-trail-loop-2.jpg
