460,Christmas Hill Trail,Christmas Hill Nature Sanctuary,easy,3.9,1.3 km,42 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/christmas-hill-trail?ref=result-card
461,Upper Trail to Water Tower Trail and Lower Trail Loop,Watershed Park,easy,4.5,3.1 km,62 m,Loop,", Hiking, Mountain biking, Nature trips, Walking, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/upper-trail-to-water-tower-trail-and-lower-trail-loop?ref=result-card
462,Esquimalt Lagoon,"Colwood, British Columbia",easy,3.8,3.2 km,7 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Beach, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/esquimalt-lagoon--2?ref=result-card
463,Linley Valley Cottle Lake Trail and Cottle Lake,Linley Valley Cottle Lake Park,easy,4.1,9.7 km,181 m,Loop,", Hiking, Nature trips, Walking, Forest, Lake, River",https://www.alltrails.com/trail/canada/british-columbia/linley-valley-cottle-lake-trail-and-cottle-lake?ref=result-card
464,Estuary Trail,Skwelwil'em Squamish Estuary Wildlife Management Area,easy,3.9,4.3 km,7 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Walking, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/estuary-trail?ref=result-card
465,Trout Creek,Sun-Oka Beach Provincial Park,easy,4.3,4.3 km,67 m,Out &amp; back,", Hiking, Walking, Dog friendly, Forest, Views, Scramble",https://www.alltrails.com/trail/canada/british-columbia/trout-creek?ref=result-card
466,Fraser Foreshore Park Trail,Barnaby Fraser Foreshore Park,easy,3.7,16.3 km,72 m,Loop,", Kid friendly, Hiking, Road biking, Walking, Running, Partially paved, River, Views",https://www.alltrails.com/trail/canada/british-columbia/fraser-foreshore-park-trail?ref=result-card
467,South Dyke Trail,"Richmond, British Columbia",easy,3.8,8.0 km,29 m,Point to point,", Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Running, Dog friendly, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/south-dyke-trail?ref=result-card
468,Richmond Nature Park,Richmond Nature Park,easy,3.5,1.8 km,3 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Wildflowers, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/richmond-nature-park?ref=result-card
469,West Lake via Hollyburn Trail,Cypress Provincial Park,easy,4.1,4.3 km,104 m,Out &amp; back,", Dogs on leash, Kid friendly, Cross-country skiing, Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Running, Forest, Lake, Wildlife, Snow, Historic site",https://www.alltrails.com/trail/canada/british-columbia/west-lake-via-hollyburn-trail?ref=result-card
470,Cowichan Tressle via Cowichan Valley Trail,"Lake Cowichan, British Columbia",easy,4.2,10.3 km,72 m,Out &amp; back,", Hiking, Nature trips, Views",https://www.alltrails.com/trail/canada/british-columbia/base-to-cowichan-tressle?ref=result-card
471,Burnaby Lake to Hume Park,Burnaby Lake Regional Park,easy,3.7,4.7 km,12 m,Point to point,", Nature trips, Walking, Bird watching, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/burnaby-lake-to-hume-park?ref=result-card
472,Mosquito Creek Falls,Mosquito Creek Park,easy,4,1.8 km,123 m,Out &amp; back,", Hiking, Nature trips, Dog friendly, Forest, Views, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/mosquito-creek-falls?ref=result-card
473,Trent River Trail ,Tsable Lakes Woodlands,easy,4,14.8 km,282 m,Loop,", Dogs on leash, Hiking, Horseback riding, Mountain biking, Walking, Bird watching, Running, Forest, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/trent-river-trail?ref=result-card
474,Mount Knox Summit,Knox Mountain Park,easy,4,2.4 km,179 m,Out &amp; back,", Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mount-knox-summit?ref=result-card
475,Mckay Creek and Trans Canada Trail,"Abbotsford, British Columbia",easy,4.2,14.2 km,42 m,Out &amp; back,", Kid friendly, Hiking, Walking, Running, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mckay-creek-and-trans-canada-trail?ref=result-card
476,Upana Caves Trail,Upana Caves Recreation Site,easy,4.5,0.6 km,23 m,Out &amp; back,", Hiking, Walking, Cave, Forest, River",https://www.alltrails.com/trail/canada/british-columbia/upana-caves-trail?ref=result-card
477,Kettle Valley Rail Trail,"Okanagan-Similkameen E, British Columbia",easy,4,4.7 km,107 m,Out &amp; back,", Hiking, Road biking, Walking, Paved, Views",https://www.alltrails.com/trail/canada/british-columbia/kettle-valley-rail-trail--4?ref=result-card
478,Qualicum Hatchery Loop,"Qualicum, British Columbia",easy,3.9,3.2 km,75 m,Loop,", Hiking, Nature trips, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/qualicum-hatchery-loop?ref=result-card
479,Dallas Barnhartvale Nature Park Loop,Dallas Barnhartvale Nature Park,easy,4.4,6.0 km,183 m,Loop,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Bird watching, Forest, Views, Wildflowers, Wildlife, Off trail",https://www.alltrails.com/trail/canada/british-columbia/dallas-barnhartvale-nature-park-loop?ref=result-card
480,RPM and Ellison DH Trail,Ellison Provincial Park ,easy,4.3,10.6 km,376 m,Loop,", Dogs on leash, Hiking, Horseback riding, Mountain biking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/rpm-and-ellison-dh-trail?ref=result-card
481,Stillwater Bluffs Trail,"Powell River C, British Columbia",easy,4.4,3.1 km,92 m,Loop,", Kid friendly, Hiking, Walking, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/stillwater-bluffs-trail?ref=result-card
482,Council and Imperial Trail Loop ,Pacific Spirit Regional Park,easy,4.2,4.3 km,47 m,Loop,", Hiking, Nature trips, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/council-and-imperial-trail-loop?ref=result-card
483,Green Point South Trail,Pacific Rim National Park Reserve,easy,4.1,1.0 km,27 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Beach, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/green-point-south-trail?ref=result-card
484,Lighthouse Country Regional Trail,"Qualicum, British Columbia",easy,3.9,5.6 km,114 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lighthouse-country-regional-trail?ref=result-card
485,Arbutus Trail to Hidden Springs Lookout,Goldstream Provincial Park,easy,4.3,4.8 km,136 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/arbutus-trail-to-hidden-springs-lookout-point?ref=result-card
486,Stake Lake Cartwheel Trail,Stake Lake Recreation Site,easy,3.9,2.6 km,47 m,Loop,", Kid friendly, Cross-country skiing, Hiking, Nature trips, Snowshoeing, Walking, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/stake-lake-cartwheel-trail?ref=result-card
487,Mountain Air Trail,"Burnaby, British Columbia",easy,3.8,2.9 km,109 m,Out &amp; back,", Hiking, Mountain biking, Walking, Forest",https://www.alltrails.com/trail/canada/british-columbia/mountain-air-trail?ref=result-card
488,Spirea Nature Trail,Golden Ears Provincial Park,easy,3.7,0.8 km,4 m,Loop,", Wheelchair friendly, Kid friendly, Stroller friendly, Hiking, Walking, Forest, Partially paved, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/spirea-nature-trail?ref=result-card
489,Witty's Lagoon Loop,Witty's Lagoon Regional Park,easy,4.4,1.4 km,19 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/witty-s-lagoon-loop?ref=result-card
490,Gorge Waterway Park,"Saanich, British Columbia",easy,3.8,5.5 km,72 m,Out &amp; back,", Dogs on leash, Wheelchair friendly, Kid friendly, Hiking, Walking, Bird watching, Running, Paved, River, Views",https://www.alltrails.com/trail/canada/british-columbia/gorge-park-trail?ref=result-card
491,Okanagan Lake Lookout Trail Loop,"Vernon, British Columbia",easy,4.2,3.2 km,96 m,Loop,", Kid friendly, Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/okanagan-lake-lookout-trail-loop?ref=result-card
492,Broken Tree Loop via Pitxel and Cholqthet,Chilliwack Community Forest,easy,4.6,2.9 km,145 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/broken-tree-loop-via-pitxel-and-cholqthet?ref=result-card
493,Prospector Trail to Viewpoint,Goldstream Provincial Park,easy,3.7,2.7 km,123 m,Out &amp; back,", Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/prospector-trail-to-viewpoint?ref=result-card
494,Dilworth Mountain Loop,Dilworth Mountain Park,easy,4,2.9 km,106 m,Loop,", Hiking, Nature trips, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/dilworth--2?ref=result-card
495,Blair Range Loop via Perimeter Trail,Mount Seymour Provincial Park,easy,3.4,3.2 km,137 m,Out &amp; back,", Kid friendly, Hiking, Mountain biking, Nature trips, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/blair-range-loop-via-perimeter-trail?ref=result-card
496,Cowichan Valley Trail: Shawnigan Lake to Koksilah River,West Shawnigan Lake Provincial Park,easy,4.3,13.4 km,143 m,Out &amp; back,", Dogs on leash, Wheelchair friendly, Kid friendly, Stroller friendly, Camping, Hiking, Horseback riding, Mountain biking, Walking, Bird watching, Running, Forest, Partially paved, River, Views, Wildflowers, Wildlife, Historic site",https://www.alltrails.com/trail/canada/british-columbia/cowichan-valley-trail-shawnigan-lake-to-koksilah-river?ref=result-card
497,Swiws Provincial Park,Swiws Provincial Park,easy,4.1,1.9 km,1 m,Loop,", Dogs on leash, Wheelchair friendly, Kid friendly, Camping, Nature trips, Walking, Beach, Lake, Paved, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/sis-provincial-park?ref=result-card
499,Blair Range Loop via Perimeter Trail,Mount Seymour Provincial Park,easy,3.4,3.2 km,137 m,Out &amp; back,", Kid friendly, Hiking, Mountain biking, Nature trips, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/blair-range-loop-via-perimeter-trail?ref=result-card
500,Broken Tree Loop via Pitxel and Cholqthet,Chilliwack Community Forest,easy,4.6,2.9 km,145 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/broken-tree-loop-via-pitxel-and-cholqthet?ref=result-card
501,"Willow, Cedar and Pine Trail",Green Timbers Urban Forest,easy,3.8,2.6 km,10 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/willow-cedar-and-pine-trail?ref=result-card
502,Witty's Lagoon Loop,Witty's Lagoon Regional Park,easy,4.4,1.4 km,19 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/witty-s-lagoon-loop?ref=result-card
503,Margaret Falls,Herald Provincial Park,easy,4.4,0.8 km,61 m,Out &amp; back,", Hiking, Nature trips, Walking, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/margaret-falls?ref=result-card
504,Prospect Point Trail,Stanley Park,easy,4.4,1.4 km,19 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/prospect-point-trail?ref=result-card
505,Hastings Creek Trail ,"North Vancouver, British Columbia",easy,3.8,2.6 km,56 m,Out &amp; back,", Hiking, Nature trips, Walking, Running, Forest, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/donkey-trail?ref=result-card
506,"Birch, Salal and Douglas Loop",Green Timbers Urban Forest,easy,4.2,2.9 km,15 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/birch-salal-and-douglas-loop?ref=result-card
507,Mount Kobau,"Regional District of Okanagan-Similkameen, British Columbia",easy,4.6,1.3 km,36 m,Out &amp; back,", Kid friendly, Hiking, Walking, Views, Rocky",https://www.alltrails.com/trail/canada/british-columbia/mount-kobau--2?ref=result-card
508,Historic Mushroom Loop II,Mount Seymour Provincial Park,easy,3.4,3.1 km,148 m,Loop,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Walking, Forest",https://www.alltrails.com/trail/canada/british-columbia/historic-mushroom-loop-ii?ref=result-card
509,Kettle Valley Rail Trail,"Summerland, British Columbia",easy,4,5.0 km,116 m,Out &amp; back,", Hiking, Running, Rails trails, Views",https://www.alltrails.com/trail/canada/british-columbia/kettle-valley-rail-trail--3?ref=result-card
510,Bluffs Lookout Trail,Bluffs Park,easy,4.1,1.9 km,74 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/bluffs-lookout-trail?ref=result-card
511,Okanagan Rail Trail: Kelowna to Vernon,"Kelowna, British Columbia",easy,4,51.2 km,537 m,Point to point,", Dogs on leash, Kid friendly, Road biking, Walking, Running, Lake, Partially paved, Rails trails, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/okanagan-rail-trail-kelowna-to-vernon?ref=result-card
512,"Thetis Lake, Phelps Trail, and Trillium Trail",Thetis Lake Regional Park,easy,4.1,12.4 km,193 m,Loop,", Hiking, Nature trips, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/thetis-lake-phelps-trail-and-trillium-trail?ref=result-card
513,Begbie Falls via Begbie Falls Forest Service Road,Begbie Falls Recreation Site,easy,3.9,5.1 km,124 m,Out &amp; back,", Hiking, Running, Forest, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/begbie-falls-via-begbie-falls-forest-service-road?ref=result-card
514,Qualicum Hatchery Loop,"Qualicum, British Columbia",easy,3.9,3.2 km,75 m,Loop,", Hiking, Nature trips, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/qualicum-hatchery-loop?ref=result-card
515,Timberland Lake Loop,"Ladysmith, British Columbia",easy,4,7.6 km,199 m,Loop,", Hiking, Nature trips, Bird watching, Running, Forest, Lake, Wildlife, Bugs",https://www.alltrails.com/trail/canada/british-columbia/timberland-lake-loop?ref=result-card
516,Elk Lake,Elk/Beaver Lake Regional Park,easy,3.9,10.3 km,65 m,Loop,", Hiking, Running, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/elk-lake--2?ref=result-card
517,Nelson Creek Trail and Fire Access Road Loop ,Nelson Canyon Park,easy,4,3.7 km,180 m,Loop,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/nelson-creek-trail-and-fire-access-road-loop?ref=result-card
518,Oliver Tower Viewpoint,"Oliver, British Columbia",easy,3.7,3.7 km,253 m,Loop,", Hiking, Nature trips, Views",https://www.alltrails.com/trail/canada/british-columbia/oliver-tower-viewpoint?ref=result-card
519,Alexander Falls,Alexander Falls Recreation Site,easy,4.2,1.0 km,16 m,Out &amp; back,", Hiking, Nature trips, Walking, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/alexander-falls--2?ref=result-card
520,Dragonfly Trail,Cobble Hill Mountain Regional Recreation Area,easy,4.3,5.1 km,149 m,Out &amp; back,", Kid friendly, Hiking, Horseback riding, Dog friendly, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/dragonfly-trail?ref=result-card
521,Wildwood Interpretive Nature Trail,Wildwood Interpretive Forest,easy,3.9,6.8 km,221 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/wildwood-5k?ref=result-card
522,Shorepine Bog Trail,Pacific Rim National Park Reserve,easy,4,0.8 km,9 m,Loop,", Dogs on leash, Kid friendly, Hiking, Walking",https://www.alltrails.com/trail/canada/british-columbia/shorepine-bog?ref=result-card
523,Nesbitts Knee Falls Trail,"Tumbler Ridge, British Columbia",easy,4.5,1.1 km,38 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Forest, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/nesbitts-knee-falls-trail?ref=result-card
524,Cosens Bay Waterfall,Kalamalka Lake Provincial Park,easy,4,3.9 km,177 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Walking, Running, Forest, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cosens-bay-waterfall?ref=result-card
525,Willingdon Beach Trail,Willingdon Beach Park and Campsite,easy,4.1,4.3 km,73 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Running, Beach, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/willingdon-beach-trail?ref=result-card
526,Kinglet Trail,Stanley Park,easy,3.6,0.8 km,5 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/kinglet-trail?ref=result-card
527,Pitxel and Three Bears Loop,Chilliwack Community Forest,easy,4,1.9 km,44 m,Loop,", Hiking, Mountain biking, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/pitxel-and-three-bears-loop?ref=result-card
528,Middleton Mountain Loop,Farnsworth Nature Preserve,easy,4.3,3.4 km,142 m,Loop,", Hiking, Nature trips, Dog friendly, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/middleton-mountain-loop?ref=result-card
529,Pinewood Trail,Watershed Park,easy,4.2,2.6 km,34 m,Out &amp; back,", Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Muddy, Snow",https://www.alltrails.com/trail/canada/british-columbia/pinewood-trail--2?ref=result-card
530,Florence Lake Forest Service Road,Mission Municipal Forest,easy,3.3,40.4 km,965 m,Out &amp; back,", Camping, OHV/Off-road driving, Scenic driving, Beach, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/florence-lake-forest-service-road?ref=result-card
531,Spirea Loop Trail,"Surrey, British Columbia",easy,4,2.7 km,15 m,Loop,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Running",https://www.alltrails.com/trail/canada/british-columbia/spirea-loop-trail?ref=result-card
532,Pauline's Rock Loop,Mount Seymour Provincial Park,easy,3.8,3.1 km,147 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/paulines-rock-loop?ref=result-card
533,Grey Canal: Bella Vista Okanagan Hills,"Vernon, British Columbia",easy,3.8,6.9 km,98 m,Out &amp; back,", Dogs on leash, Kid friendly, Cross-country skiing, Hiking, Mountain biking, Nature trips, Snowshoeing, Walking, Bird watching, Running, Lake, Views, Wildflowers, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/grey-canal-bella-vista-okanagan-hills?ref=result-card
534,Glenora Trails Head Park to Cowichan River Loop,Cowichan River Provincial Park,easy,4.3,3.7 km,104 m,Loop,", Kid friendly, Hiking, Nature trips, Forest, River",https://www.alltrails.com/trail/canada/british-columbia/glenora-trails-head-park-to-cowichan-river-loop?ref=result-card
535,Stephens Coyote Ridge Trail,Stephens Coyote Ridge Regional Park,easy,4,13.4 km,552 m,Loop,", Dogs on leash, Kid friendly, Hiking, Running, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/stephens-coyote-ridge-trail?ref=result-card
536,Crystal Falls [CLOSED / PRIVATE PROPERTY],Coquitlam River Park,easy,4.1,6.1 km,108 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Bird watching, Running, Dog friendly, Forest, Lake, River, Views, Waterfall, Wildlife, Muddy, Washed out, Closed, Private property",https://www.alltrails.com/trail/canada/british-columbia/crystal-falls?ref=result-card
537,Illahie Trail and Woodward Trail Loop,John Dean Provincial Park,easy,3.9,4.2 km,105 m,Loop,", Hiking, Walking, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/illahie-trail-and-woodward-trail-loop?ref=result-card
538,Mundy Lake and Nature Interpretive Trail Loop,Mundy Park,easy,4.2,2.4 km,21 m,Loop,", Hiking, Nature trips, Bird watching, Forest, Lake, Wildflowers, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/mundy-lake-and-interpretive-nature-trail-loop?ref=result-card
539,Nile Creek Trail (East),"Qualicum, British Columbia",easy,4,6.1 km,162 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, River, Views, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/niles-creek-trail-east-side?ref=result-card
540,Bailey's Chute,Wells Gray Provincial Park,easy,3.6,1.3 km,30 m,Out &amp; back,", Kid friendly, Nature trips, Walking, Bird watching, Forest, River, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/baileys-chute?ref=result-card
541,Serenity and Cottle Lake Trail ,Linley Valley Cottle Lake Park,easy,4.2,4.3 km,85 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Running, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/serenity-and-cottle-lake-trail?ref=result-card
542,Alta Lake Loop to Green Lake,"Whistler, British Columbia",easy,4.5,17.2 km,524 m,Loop,", Nature trips, Road biking, Lake, Paved, Views",https://www.alltrails.com/trail/canada/british-columbia/alta-lake-loop-to-green-lake?ref=result-card
543,Langdale Falls Trail,Sprockids Trail Recreation Site,easy,3.9,2.6 km,156 m,Out &amp; back,", Hiking, Nature trips, Forest, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/langdale-falls-trail?ref=result-card
544,Colquitz River Trail,"Saanich, British Columbia",easy,3.9,10.9 km,65 m,Out &amp; back,", Dogs on leash, Hiking, Walking, Bird watching, River, Views",https://www.alltrails.com/trail/canada/british-columbia/colquitz-river-trail?ref=result-card
545,Canim Falls and Mahood Falls,Wells Gray Provincial Park,easy,4.2,2.3 km,58 m,Out &amp; back,", Hiking, Nature trips, Walking, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/canim-falls-and-mahood-falls?ref=result-card
546,Pacific Coast Terminals Trail,"Port Moody, British Columbia",easy,3.9,6.9 km,71 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Bird watching, Running, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pacific-coast-terminals-trail?ref=result-card
547,"Pickles' Bluff, Fern Dell Trail, Cy's Viewpoint, and Woodward Trail Loop",John Dean Provincial Park,easy,4.2,4.2 km,132 m,Loop,", Kid friendly, Hiking, Walking, Bird watching, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pickles-bluff-fern-dell-trail-cys-viewpoint-and-woodward-trail-loop?ref=result-card
548,Channel Trail to Giovando Lookout,Newcastle Island Marine Park,easy,4.8,11.1 km,251 m,Loop,", Dogs on leash, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/channel-trail?ref=result-card
549,Quarry Rock via Baden Powell from Deep Cove [CLOSED],Deep Cove,easy,4.2,3.7 km,194 m,Out &amp; back,", Kid friendly, Hiking, Walking, Running, Dog friendly, Forest, River, Views, Wildlife, Closed",https://www.alltrails.com/trail/canada/british-columbia/quarry-rock-trail--2?ref=result-card
550,Black Mountain Viewpoint,"Kelowna, British Columbia",easy,4.3,1.6 km,111 m,Loop,", Kid friendly, Hiking, Walking, Running, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/black-mountain-viewpoint?ref=result-card
551,Brown's River Falls,"Comox Valley C, British Columbia",easy,4,2.9 km,108 m,Out &amp; back,", Hiking, Walking, Bird watching, Running, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/browns-river-falls?ref=result-card
552,Lady Falls Trail,"Gold River, British Columbia",easy,3.4,1.0 km,42 m,Out &amp; back,", Hiking, Nature trips, Walking, River, Waterfall, Rocky",https://www.alltrails.com/trail/canada/british-columbia/lady-falls-trail?ref=result-card
553,Balmoral Lower Loop,"Columbia-Shuswap C, British Columbia",easy,4.3,0.8 km,55 m,Loop,", Hiking, Nature trips, Walking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/balmoral-lower-loop?ref=result-card
554,Logger's Lake,Whistler Interpretive Forest,easy,4.1,5.1 km,245 m,Loop,", Kid friendly, Hiking, Mountain biking, Nature trips, Snowshoeing, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/ridge-trail?ref=result-card
555,Knox Mountain Cycle Route,Knox Mountain Park,easy,4.1,3.9 km,252 m,Point to point,", Mountain biking, Road biking, Forest, Partially paved, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/knox-mountain-cycle-route?ref=result-card
556,Goldie Lake Loop,Mount Seymour Provincial Park,easy,3.7,2.7 km,74 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/goldie-lake-loop?ref=result-card
557,Porteau Cove Lookout via Campground Access Road,Porteau Cove Provincial Park,easy,3.7,2.1 km,16 m,Out &amp; back,", Dogs on leash, Wheelchair friendly, Kid friendly, Stroller friendly, Camping, Nature trips, Walking, Beach, Forest, Partially paved, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/porteau-cove-lookout-via-campground-access-road?ref=result-card
558,Phare Lake,"Sechelt, British Columbia",easy,4.1,6.0 km,74 m,Loop,", Hiking, Nature trips, Bird watching, Forest, Lake, Wildflowers, Wildlife, Bugs",https://www.alltrails.com/trail/canada/british-columbia/phare-lake?ref=result-card
559,High Ridge Loop Trail,Francis King Regional Park,easy,4.4,2.9 km,68 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/high-ridge-loop-trail?ref=result-card
560,Woodlot 0007,"Maple Ridge, British Columbia",easy,3.6,4.0 km,98 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/woodlot007?ref=result-card
561,Discovery Trail,"Abbotsford, British Columbia",easy,4,12.4 km,115 m,Loop,", Hiking, Mountain biking, Road biking, Walking, Lake, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/discovery-trail--3?ref=result-card
562,Thames Creek,"Nanaimo H, British Columbia",easy,4.4,4.0 km,97 m,Out &amp; back,", Kid friendly, Hiking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/thames-creek?ref=result-card
